M,175
F,163
M,182
M,173
F,165
M,178
M,176
M,172
M,199
M,183
M,178
M,186
M,178
F,170
M,178
M,180
M,173
M,172
M,186
F,163
M,158
F,163
M,171
M,179
F,167
M,182
M,182
M,190
M,171
M,174
M,187
M,164
M,185
M,180
M,177
F,165
M,175
F,165
M,178
M,181
F,174
F,165
M,182
M,176
M,175
M,175
